replay id;replay title;map;date;result;team name;opposing team name;score;goals;assists;saves;shots;shots conceded;goals conceded;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;total distance;time slow speed;time boost speed;time supersonic speed;time on ground;time low in air;time high in air;time powerslide;count powerslide;time in front of ball;time behind ball;time in front of ball;time defensive half;time offensive half;time defensive third;time neutral third;time offensive third;demos inflicted;demos taken
6d7ad1e5-04d8-41f5-9ed1-9454f8e1cfc0;2026-02-16.20.31 Selena Gomez Private Win;Mannfield (Night);2026-02-17 01:31:57;win;BMM;TRIPLE SCOOP;1318;4;3;5;8;9;2;50;1004;144.05;5844;4132;1712;49;154;1285;783;502;10;46;114.31;96.26;811;738;222;1477485;544.14;416.33;118.58;700.24;352.62;26.18;21.35;179;253.43;825.61;253.43;652.01;427.03;492.67;318.52;267.85;1;1
6d7ad1e5-04d8-41f5-9ed1-9454f8e1cfc0;2026-02-16.20.31 Selena Gomez Private Win;Mannfield (Night);2026-02-17 01:31:57;loss;TRIPLE SCOOP;BMM;1172;2;2;4;9;8;4;22.22;1028;142.2;6198;4613;1585;54;141;883;619;264;7;24;105.46;108.9;532;815;79;1419711;584.61;373.95;119.67;699.45;356.09;22.69;21.62;144;272;806.21;272;816.43;261.79;637.78;305.82;134.63;1;1
c0f09db1-3bb6-4098-8630-7bfa6fc6319d;2026-02-16.20.40 Selena Gomez Private Win;Mannfield (Night);2026-02-17 01:40:33;win;BMM;TRIPLE SCOOP;1171;4;3;3;7;6;2;57.14;1058;145.95;6468;4514;1954;53;170;1048;558;490;6;43;108.56;103.34;854;823;47;1528375;529.96;451.23;119.18;687.05;375.2;38.09;24.19;183;251.67;848.7;251.67;715.92;384.43;518.1;352.38;229.88;6;4
c0f09db1-3bb6-4098-8630-7bfa6fc6319d;2026-02-16.20.40 Selena Gomez Private Win;Mannfield (Night);2026-02-17 01:40:33;loss;TRIPLE SCOOP;BMM;875;2;2;2;6;7;4;33.33;1109;133.18;6647;4703;1944;57;156;941;527;414;7;36;133.44;116.21;710;934;170;1508903;522.99;423.22;141.8;668.88;369.67;49.45;19.72;134;336.3;751.7;336.3;764.28;323.72;595.65;329.38;162.96;4;6
096dd27d-4fbe-40aa-a78a-f7af84f3c25e;2026-02-16.20.48 Selena Gomez Private Win;Mannfield (Night);2026-02-17 01:48:15;win;BMM;TRIPLE SCOOP;1083;2;2;2;9;4;1;22.22;1072;146.09;5903;4073;1830;51;149;1058;633;425;8;39;118.11;134.34;757;862;173;1455525;529.47;423.36;99.29;647.74;370.84;33.55;26.4;185;236.51;815.61;236.51;683.83;368.29;517.12;296.45;238.55;6;3
096dd27d-4fbe-40aa-a78a-f7af84f3c25e;2026-02-16.20.48 Selena Gomez Private Win;Mannfield (Night);2026-02-17 01:48:15;loss;TRIPLE SCOOP;BMM;948;1;1;5;4;9;2;25;1122;142.01;6591;4612;1979;56;168;1264;841;423;9;39;136.33;84.65;943;1032;73;1490662;490.95;426.09;126.83;668.68;346.72;28.45;21.59;144;274.36;769.51;274.36;749.06;294.8;595.54;283.33;164.99;3;6
40bb44c6-724e-4a8d-ae2c-b3e2f53fae52;2026-02-16.20.57 Selena Gomez Private Win;Mannfield (Night);2026-02-17 01:57:45;win;BMM;TRIPLE SCOOP;1523;5;3;5;10;11;4;50;1066;149.25;7188;5040;2148;57;186;1115;525;590;6;51;136.98;132.25;1003;722;72;1666281;632.92;471.36;132.43;765.01;441.43;30.27;23.25;189;303.94;932.78;303.94;772.56;464.15;574.79;388.92;273.01;5;2
40bb44c6-724e-4a8d-ae2c-b3e2f53fae52;2026-02-16.20.57 Selena Gomez Private Win;Mannfield (Night);2026-02-17 01:57:45;loss;TRIPLE SCOOP;BMM;1266;4;2;4;11;10;5;36.36;997;131.78;6668;4870;1798;58;156;1159;582;577;7;49;202.53;94.23;659;821;118;1580650;688.51;419.49;119.65;802.2;396.33;29.12;20.61;133;388.47;839.18;388.47;888.63;339.03;737.66;288.43;201.55;2;5
