replay id;replay title;map;date;result;team name;opposing team name;player name;car id;car name;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;percentage most back;time most forward;percentage most forward;time in front of ball;percentage in front of ball;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;demos inflicted;demos taken
e5404fe7-0a38-48c7-84ec-125cf16f37ca;g6;;2026-06-17 00:17:28;win;GIGA'S IN PARIS;ESC;Axim0v;4284;Fennec;402;2;0;0;3;4;1;0;66.67;427;50.96;2334;1802;532;22;50;506;277;229;3;20;20.44;60.12;446;416;31;1601;510025;122.98;36.85;155.5;46.59;55.28;16.56;208.16;62.37;109.31;32.75;16.29;4.88;4.11;0.1;42;97.6;29.05;109.1;32.47;83.36;24.98;250.4;75.02;83.36;24.98;194.52;58.28;139.24;41.72;141.68;42.45;102.91;30.83;89.17;26.72;3363;3174;3650;4032;0;1
e5404fe7-0a38-48c7-84ec-125cf16f37ca;g6;;2026-06-17 00:17:28;win;GIGA'S IN PARIS;ESC;selena.;4284;Fennec;309;0;1;2;1;4;1;1;0;428;54.84;2389;1788;601;22;55;917;723;194;8;20;38.82;49.09;305;352;90;1491;474447;159.03;47.65;130.79;39.19;43.91;13.16;211.33;63.32;114.77;34.39;7.63;2.29;7.65;0.12;66;126.9;37.77;106;31.55;61.81;18.52;271.92;81.48;61.81;18.52;199.27;59.71;134.46;40.29;138.03;41.36;113.74;34.08;81.96;24.56;3339;3583;3044;4148;1;1
e5404fe7-0a38-48c7-84ec-125cf16f37ca;g6;;2026-06-17 00:17:28;win;GIGA'S IN PARIS;ESC;Mastergiga9;23;Octane;278;1;1;0;3;4;1;0;33.33;308;49.84;1662;1019;643;12;57;243;80;163;1;14;27.88;32.95;169;189;23;1452;466745;163.77;48.63;154.87;45.99;18.13;5.38;223.62;66.4;108.03;32.08;5.11;1.52;9.16;0.21;44;100.7;29.97;103.6;30.83;75.54;22.43;261.22;77.57;75.54;22.43;198.02;58.8;138.74;41.2;132.73;39.41;130.64;38.79;73.39;21.79;3209;3373;3092;3976;1;0
f6ec33f1-a5d5-4ce1-8bb2-106755984703;g7;;2026-06-17 00:24:19;loss;ESC;GIGA'S IN PARIS;Clamp2much;4284;Fennec;128;0;1;0;0;9;3;2;0;274;51.59;1431;739;692;11;59;331;151;180;2;16;15.01;43.4;215;370;54;1374;440489;209.3;61.68;103.6;30.53;26.45;7.79;239.84;70.68;92.02;27.12;7.49;2.21;3.5;0.18;19;138.9;40.61;76.6;22.4;81.75;24.09;257.6;75.91;81.75;24.09;235.68;69.45;103.68;30.55;173.71;51.19;114.81;33.83;50.84;14.98;2947;2988;2900;3516;0;1
f6ec33f1-a5d5-4ce1-8bb2-106755984703;g7;;2026-06-17 00:24:19;loss;ESC;GIGA'S IN PARIS;EPo -_-;23;Octane;242;0;0;1;2;9;3;0;0;441;46.62;2476;1829;647;23;57;511;300;211;4;18;43.08;34.32;405;482;99;1599;517513;131.41;38.38;149.76;43.74;61.21;17.88;196.56;57.41;135.44;39.56;10.38;3.03;6.29;0.14;46;85.8;25.09;98.6;28.83;107.49;31.39;234.89;68.61;107.49;31.39;227.98;66.59;114.4;33.41;167.4;48.89;109.85;32.08;65.13;19.02;2481;2417;2594;3412;1;0
f6ec33f1-a5d5-4ce1-8bb2-106755984703;g7;;2026-06-17 00:24:19;loss;ESC;GIGA'S IN PARIS;SirSkittleZ;23;Octane;489;1;0;4;3;9;3;1;33.33;387;43.74;2051;1442;609;16;50;498;281;217;3;16;53.74;36.97;232;174;18;1435;459379;170.34;50.2;136.22;40.14;32.77;9.66;200.7;59.15;130.7;38.52;7.93;2.34;4.12;0.14;29;104.5;30.56;148.3;43.36;130.42;38.44;208.9;61.56;130.42;38.44;218.84;64.49;120.48;35.51;168.67;49.71;79.57;23.45;91.09;26.84;3001;2321;3763;3765;3;1
f6ec33f1-a5d5-4ce1-8bb2-106755984703;g7;;2026-06-17 00:24:19;win;GIGA'S IN PARIS;ESC;Axim0v;4284;Fennec;346;0;0;3;1;5;1;1;0;439;49.02;2569;1868;701;23;49;801;686;115;8;11;26.82;38.24;572;434;113;1625;521185;127.18;37.48;152.35;44.89;59.82;17.63;202.89;59.79;127.48;37.57;8.98;2.65;5.34;0.12;45;92.6;27.08;130.7;38.22;82.44;24.29;256.9;75.71;82.44;24.29;216.04;63.66;123.31;36.34;169.56;49.97;91.92;27.09;77.87;22.95;3091;2846;3288;3511;1;1
f6ec33f1-a5d5-4ce1-8bb2-106755984703;g7;;2026-06-17 00:24:19;win;GIGA'S IN PARIS;ESC;selena.;4284;Fennec;507;3;0;1;5;5;1;0;60;367;58.03;2173;1595;578;22;53;509;327;182;4;16;12.49;67.05;244;630;72;1464;464111;156.27;46.46;139.82;41.57;40.24;11.96;221.03;65.72;107.46;31.95;7.83;2.33;8.28;0.14;58;126.4;36.96;94.6;27.66;56.46;16.79;279.86;83.21;56.46;16.79;228.3;67.88;108.02;32.12;173.85;51.69;108.52;32.27;53.95;16.04;3173;3356;3057;3615;0;2
f6ec33f1-a5d5-4ce1-8bb2-106755984703;g7;;2026-06-17 00:24:19;win;GIGA'S IN PARIS;ESC;Mastergiga9;23;Octane;108;0;0;0;3;5;1;0;0;287;49.76;1749;993;756;12;62;217;54;163;1;11;24.61;27.1;194;209;45;1351;432437;195.08;57.58;130.01;38.38;13.69;4.04;233.86;69.03;91.72;27.07;13.2;3.9;7.29;0.18;40;116.8;34.15;98;28.65;72.52;21.41;266.26;78.59;72.52;21.41;239.04;70.56;99.74;29.44;185.29;54.69;92.89;27.42;60.6;17.89;3068;3452;2771;3541;1;1
6894fe87-6b54-4260-97c5-5a6f929086a9;g8;;2026-06-17 00:31:56;loss;ESC;GIGA'S IN PARIS;Clamp2much;4284;Fennec;152;0;1;0;2;7;4;2;0;288;46.98;1918;1301;617;15;53;331;187;144;2;13;27.56;73.1;182;206;12;1342;456053;229.94;62.17;118.68;32.09;21.26;5.75;245.31;66.32;120.65;32.62;3.91;1.06;2.57;0.17;15;130.1;35.26;101.3;27.45;87.77;23.73;282.1;76.27;87.77;23.73;242.46;65.55;127.42;34.45;171.96;46.49;136.72;36.96;61.19;16.54;3312;3478;3115;3525;1;0
6894fe87-6b54-4260-97c5-5a6f929086a9;g8;;2026-06-17 00:31:56;loss;ESC;GIGA'S IN PARIS;EPo -_-;23;Octane;425;1;1;1;5;7;4;1;20;461;42.53;2832;2272;560;24;43;651;500;151;5;13;68.42;31.69;259;127;0;1582;537922;155.54;42.05;162.84;44.03;51.5;13.92;216.08;58.42;131.56;35.57;22.24;6.01;5.47;0.12;46;71.8;19.46;125.8;34.09;96.23;26.02;273.64;73.98;96.23;26.02;222.96;60.28;146.92;39.72;167.57;45.31;104.17;28.16;98.13;26.53;2734;2656;2807;3508;1;0
6894fe87-6b54-4260-97c5-5a6f929086a9;g8;;2026-06-17 00:31:56;loss;ESC;GIGA'S IN PARIS;SirSkittleZ;23;Octane;423;2;0;1;2;7;4;1;100;353;46.11;2117;1541;576;17;52;467;300;167;3;15;67.23;43.42;390;164;0;1399;469971;195.61;53.21;140.13;38.12;31.86;8.67;240.49;65.42;121.17;32.96;5.95;1.62;2.53;0.09;27;138.6;37.56;112.5;30.49;87.48;23.8;280.13;76.2;87.48;23.8;248.37;67.56;119.24;32.44;191.3;52.04;98.82;26.88;77.48;21.08;3126;2958;3329;3536;1;1
6894fe87-6b54-4260-97c5-5a6f929086a9;g8;;2026-06-17 00:31:56;win;GIGA'S IN PARIS;ESC;Axim0v;4284;Fennec;707;3;0;3;5;9;3;1;60;424;52.02;2520;1998;522;25;47;481;321;160;4;15;23.52;52.87;550;489;65;1550;521473;158.55;43.27;154.25;42.09;53.64;14.64;223.52;61;129.86;35.44;13.07;3.57;4.59;0.11;41;113.8;30.84;118.7;32.17;98.37;26.84;268.07;73.16;98.37;26.84;251.84;68.73;114.56;31.27;203.29;55.48;99.65;27.19;63.5;17.33;3068;2914;3202;3698;1;1
6894fe87-6b54-4260-97c5-5a6f929086a9;g8;;2026-06-17 00:31:56;win;GIGA'S IN PARIS;ESC;Mastergiga9;23;Octane;126;0;1;0;1;9;3;1;0;321;47.07;1822;1170;652;13;58;365;200;165;2;16;31.38;28.44;449;132;0;1431;482440;175.63;47.87;162.81;44.38;28.45;7.75;258.04;70.33;97.95;26.7;10.9;2.97;6.21;0.17;36;100.1;27.13;104.9;28.43;120.87;32.94;246.02;67.06;120.87;32.94;261.64;71.31;105.25;28.69;219.3;59.77;84.17;22.94;63.42;17.29;3087;3359;2837;3389;0;1
6894fe87-6b54-4260-97c5-5a6f929086a9;g8;;2026-06-17 00:31:56;win;GIGA'S IN PARIS;ESC;selena.;4284;Fennec;461;1;2;2;1;9;3;1;100;392;44.61;2193;1619;574;17;51;182;0;182;0;17;48.11;46.53;406;97;0;1466;491209;184.4;50.26;137.47;37.47;45.02;12.27;214.44;58.45;143.95;39.24;8.49;2.31;7.02;0.12;59;135;36.59;118;31.98;92.64;25.25;274.25;74.75;92.64;25.25;264.99;72.23;101.9;27.77;204.82;55.83;117.67;32.07;44.39;12.1;2955;2825;3081;3563;0;1
3549a697-a16a-4304-9574-052318f3a8e3;g9;;2026-06-17 00:38:32;win;ESC;GIGA'S IN PARIS;Clamp2much;4284;Fennec;176;0;0;0;2;4;1;1;0;297;47.76;1681;1136;545;13;47;284;187;97;2;8;28.08;53.8;177;180;12;1389;444040;192.94;57.66;110.23;32.94;31.46;9.4;229.99;68.73;97.28;29.07;7.36;2.2;3.75;0.2;19;104.6;31.32;98.5;29.49;78.68;23.51;255.95;76.49;78.68;23.51;210.46;62.89;124.17;37.11;152.46;45.56;112.94;33.75;69.23;20.69;3290;3366;3181;3781;2;0
3549a697-a16a-4304-9574-052318f3a8e3;g9;;2026-06-17 00:38:32;win;ESC;GIGA'S IN PARIS;EPo -_-;23;Octane;410;2;0;0;4;4;1;0;50;433;45.92;2400;1786;614;21;45;423;255;168;3;14;56.58;24.77;233;313;44;1594;509130;130.15;38.89;151.93;45.4;52.55;15.7;183.01;54.69;124.35;37.16;27.27;8.15;6.55;0.12;54;68.8;20.6;133.7;40.03;89.35;26.7;245.28;73.3;89.35;26.7;191.04;57.09;143.59;42.91;124.51;37.21;127.9;38.22;82.21;24.57;2545;2476;2648;3658;1;0
3549a697-a16a-4304-9574-052318f3a8e3;g9;;2026-06-17 00:38:32;win;ESC;GIGA'S IN PARIS;SirSkittleZ;23;Octane;380;0;1;2;3;4;1;0;0;358;54.51;1942;1476;466;19;41;447;341;106;4;9;48.68;46.05;277;449;60;1387;441956;177.85;53.27;124.12;37.18;31.88;9.55;216.53;64.86;112.93;33.83;4.39;1.31;3.57;0.14;26;146.3;43.8;88;26.35;74.02;22.17;259.83;77.83;74.02;22.17;225.55;67.56;108.3;32.44;168.91;50.59;96.17;28.81;68.77;20.6;3372;3468;3225;3775;2;1
3549a697-a16a-4304-9574-052318f3a8e3;g9;;2026-06-17 00:38:32;loss;GIGA'S IN PARIS;ESC;Axim0v;4284;Fennec;478;1;0;2;1;9;2;0;100;390;45.92;2151;1640;511;20;47;516;398;118;5;12;30.31;46.21;378;363;101;1595;498692;131.04;39.88;146.86;44.69;50.7;15.43;193.17;58.78;129.08;39.28;6.36;1.94;4.17;0.11;37;111.9;33.5;116.7;34.94;88.3;26.87;240.31;73.13;88.3;26.87;223.99;68.16;104.61;31.84;175.17;53.31;95;28.91;58.43;17.78;2848;2505;3107;3673;1;2
3549a697-a16a-4304-9574-052318f3a8e3;g9;;2026-06-17 00:38:32;loss;GIGA'S IN PARIS;ESC;Mastergiga9;23;Octane;156;0;0;2;1;9;2;1;0;293;49.12;1583;871;712;10;63;223;100;123;1;11;17.68;18.41;110;140;0;1333;413534;185.94;57.11;121.2;37.23;18.43;5.66;205.59;63.15;111.43;34.23;8.55;2.63;7.04;0.18;40;120.2;35.99;74.5;22.31;80.06;24.59;245.51;75.41;80.06;24.59;251.25;77.17;74.32;22.83;196.1;60.23;84.47;25.95;45;13.82;3293;3662;3008;3368;0;3
3549a697-a16a-4304-9574-052318f3a8e3;g9;;2026-06-17 00:38:32;loss;GIGA'S IN PARIS;ESC;selena.;4284;Fennec;269;0;0;2;2;9;2;1;0;394;52.54;2253;1718;535;22;48;598;474;124;6;11;38.83;61.24;350;504;134;1499;477281;152.45;45.56;141.48;42.28;40.7;12.16;218.5;65.3;99.18;29.64;16.95;5.07;6.58;0.12;54;105.1;31.47;128.3;38.41;95.89;28.66;238.74;71.34;95.89;28.66;240.62;71.91;94.01;28.09;181.17;54.14;93.49;27.94;59.97;17.92;3109;3055;3146;3674;0;0
