"source_file","series_id","upload_date","file_created","home_team","away_team","scoreboard_team","opponent","team_score","opponent_score","player","score","goals","assists","saves","shots","ping","needs_review"
"8_1782234085320.png","8","2026-06-23 13:01:25","2026-06-23 13:01:24","","","BEST FRIEND CLUB","SPIRIT AIRLINES","0","1","GTI TheLakeEffekt","235","0","1","1","5","32","False"
"8_1782234085320.png","8","2026-06-23 13:01:25","2026-06-23 13:01:24","","","SPIRIT AIRLINES","BEST FRIEND CLUB","1","0","GTI GTdail","394","1","0","2","1","0","False"
"8_1782234085320.png","8","2026-06-23 13:01:25","2026-06-23 13:01:24","","","SPIRIT AIRLINES","BEST FRIEND CLUB","1","0","GTI JulietAlphaRomeo","363","0","0","4","2","40","False"
"8_1782234085320.png","8","2026-06-23 13:01:25","2026-06-23 13:01:24","","","SPIRIT AIRLINES","BEST FRIEND CLUB","1","0","MadJanitor88","101","0","0","0","0","32","False"
"11_1782234098324.png","11","2026-06-23 13:01:38","2026-06-23 13:01:38","","","THE COX","CROSSBAR CARTEL","0","1","Nem Hyroshi","202","0","0","0","0","3","False"
"11_1782234098324.png","11","2026-06-23 13:01:38","2026-06-23 13:01:38","","","THE COX","CROSSBAR CARTEL","0","1","CoalTrainLLC","132","0","0","0","0","2","False"
"11_1782234098324.png","11","2026-06-23 13:01:38","2026-06-23 13:01:38","","","CROSSBAR CARTEL","THE COX","1","0","MJD22-","601","0","0","0","0","4","False"
"11_1782234098324.png","11","2026-06-23 13:01:38","2026-06-23 13:01:38","","","CROSSBAR CARTEL","THE COX","1","0","VizPick","502","0","0","0","0","1","False"
"11_1782234098324.png","11","2026-06-23 13:01:38","2026-06-23 13:01:38","","","CROSSBAR CARTEL","THE COX","1","0","GTI Vanttzz","152","0","0","0","0","0","False"
"11_1782234099534.png","11","2026-06-23 13:01:39","2026-06-23 13:01:38","","","E THE COX","A CROSSBAR CARTEL","0","0","CoalTrainLLC","689","0","0","0","0","4","False"
"11_1782234099534.png","11","2026-06-23 13:01:39","2026-06-23 13:01:38","","","E THE COX","A CROSSBAR CARTEL","0","0","Nem Hyroshi","227","0","0","0","0","0","False"
"11_1782234099534.png","11","2026-06-23 13:01:39","2026-06-23 13:01:38","","","A CROSSBAR CARTEL","E THE COX","0","0","MJD22-","458","0","0","0","0","6","False"
"11_1782234099534.png","11","2026-06-23 13:01:39","2026-06-23 13:01:38","","","A CROSSBAR CARTEL","E THE COX","0","0","VizPick","258","0","0","0","0","2","False"
"11_1782234099534.png","11","2026-06-23 13:01:39","2026-06-23 13:01:38","","","A CROSSBAR CARTEL","E THE COX","0","0","GTI Vanttzz","182","0","0","0","0","1","False"
"11_1782234101098.png","11","2026-06-23 13:01:41","2026-06-23 13:01:40","","","A THE COX","CROSSBAR CARTEL","0","0","CoalTrainLLC","370","0","0","0","0","4","False"
"11_1782234101098.png","11","2026-06-23 13:01:41","2026-06-23 13:01:40","","","A THE COX","CROSSBAR CARTEL","0","0","Nem Hyroshi","178","0","0","0","0","3","False"
"11_1782234101098.png","11","2026-06-23 13:01:41","2026-06-23 13:01:40","","","CROSSBAR CARTEL","A THE COX","0","0","Q VizPick","342","0","0","0","0","0","False"
"11_1782234101098.png","11","2026-06-23 13:01:41","2026-06-23 13:01:40","","","CROSSBAR CARTEL","A THE COX","0","0","GTI Vanttzz","292","0","0","0","0","1","False"
"11_1782234101098.png","11","2026-06-23 13:01:41","2026-06-23 13:01:40","","","CROSSBAR CARTEL","A THE COX","0","0","MJD22-","220","0","0","0","0","1","False"
"12_1782234102418.png","12","2026-06-23 13:01:42","2026-06-23 13:01:42","","","","LUCKY DEVIL","0","0","squirt","626","2","0","3","3","32","True"
"12_1782234102418.png","12","2026-06-23 13:01:42","2026-06-23 13:01:42","","","","LUCKY DEVIL","0","0","Bubbles3913","312","1","1","0","2","0","True"
"12_1782234105392.png","12","2026-06-23 13:01:45","2026-06-23 13:01:44","","","IN R","LUCKY DEVIL","0","0","squirt","431","1","1","1","3","32","False"
"12_1782234105392.png","12","2026-06-23 13:01:45","2026-06-23 13:01:44","","","IN R","LUCKY DEVIL","0","0","Bubbles3913","368","2","0","0","5","0","False"
"13_1782234106940.png","13","2026-06-23 13:01:46","2026-06-23 13:01:46","","","S ESC","BFC","0","0","Clamp2much","413","0","0","0","0","2","False"
"13_1782234106940.png","13","2026-06-23 13:01:46","2026-06-23 13:01:46","","","S ESC","BFC","0","0","SirSkittleZ","250","0","0","0","0","2","False"
"13_1782234106940.png","13","2026-06-23 13:01:46","2026-06-23 13:01:46","","","BFC","S ESC","0","0","DVA i_ ave_a_ ag","229","0","0","0","0","1","False"
"13_1782234106940.png","13","2026-06-23 13:01:46","2026-06-23 13:01:46","","","BFC","S ESC","0","0","greenarrowspark2","216","0","0","0","0","0","False"
"13_1782234108416.png","13","2026-06-23 13:01:48","2026-06-23 13:01:48","","","ESC","BEC","0","1","SirSkittleZ","406","0","0","0","0","4","False"
"13_1782234108416.png","13","2026-06-23 13:01:48","2026-06-23 13:01:48","","","ESC","BEC","0","1","Clamp2much","320","0","0","0","0","3","False"
"13_1782234108416.png","13","2026-06-23 13:01:48","2026-06-23 13:01:48","","","BEC","ESC","1","0","DVA i ave_a_bag","327","0","0","0","0","2","False"
"13_1782234108416.png","13","2026-06-23 13:01:48","2026-06-23 13:01:48","","","BEC","ESC","1","0","GTITheLakeEffekt","222","0","0","0","0","1","False"
"13_1782234108416.png","13","2026-06-23 13:01:48","2026-06-23 13:01:48","","","BEC","ESC","1","0","greenarrowspark2","156","0","0","0","0","1","False"
"13_1782234110166.png","13","2026-06-23 13:01:50","2026-06-23 13:01:50","","","BEC","ESC","0","1","OM greenarrowspark2","334","0","0","0","0","2","False"
"13_1782234110166.png","13","2026-06-23 13:01:50","2026-06-23 13:01:50","","","BEC","ESC","0","1","UIDVAI Lhave_a_bag","329","0","0","0","0","3","False"
"13_1782234110166.png","13","2026-06-23 13:01:50","2026-06-23 13:01:50","","","ESC","BEC","1","0","EPo","481","0","0","0","0","6","False"
"13_1782234110166.png","13","2026-06-23 13:01:50","2026-06-23 13:01:50","","","ESC","BEC","1","0","Clamp2much","230","0","0","0","0","2","False"
"13_1782234110166.png","13","2026-06-23 13:01:50","2026-06-23 13:01:50","","","ESC","BEC","1","0","SirSkittleZ","160","0","0","0","0","1","False"
"13_1782234113784.png","13","2026-06-23 13:01:53","2026-06-23 13:01:52","","","H ESC","","0","0","Clamp2much","346","0","0","0","0","3","True"
"13_1782234113784.png","13","2026-06-23 13:01:53","2026-06-23 13:01:52","","","H ESC","","0","0","SirSkittleZ","324","0","0","0","0","3","True"
"13_1782234113784.png","13","2026-06-23 13:01:53","2026-06-23 13:01:52","","","","H ESC","0","0","AMOMSlg/eenarrowspark2","485","0","0","0","0","5","True"
"13_1782234113784.png","13","2026-06-23 13:01:53","2026-06-23 13:01:52","","","","H ESC","0","0","GTFheLakeEffekt","217","0","0","0","0","1","True"
