replay id;replay title;map;date;result;team name;opposing team name;player name;car id;car name;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;percentage most back;time most forward;percentage most forward;time in front of ball;percentage in front of ball;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;demos inflicted;demos taken
822db1e1-6e9e-49a9-b719-21a677a27676;qw hlb gg4;AquaDome (Salty Shallows);2026-06-12 00:49:09;loss;HL & BLINKER;QUACK WOK;NeonLightning20;23;Octane;171;0;0;1;1;8;2;1;0;300;51.7;1564;941;623;12;54;472;338;134;4;12;24.96;18.95;172;278;70;1303;406334;206.63;63.16;99.33;30.36;21.19;6.48;202.16;61.79;111.83;34.18;13.17;4.03;5.69;0.07;84;154;46.25;75.3;22.61;77.44;23.67;249.72;76.33;77.44;23.67;215.95;66.01;111.21;33.99;154.79;47.31;103.26;31.56;69.1;21.12;2887;3039;2801;3652;1;2
822db1e1-6e9e-49a9-b719-21a677a27676;qw hlb gg4;AquaDome (Salty Shallows);2026-06-12 00:49:09;win;QUACK WOK;HL & BLINKER;LIL HATED ONE;23;Octane;374;1;1;1;3;4;1;1;33.33;324;46.03;1761;1205;556;15;51;401;294;107;3;11;42.01;34.88;175;313;14;1391;442292;185.06;55.55;127.66;38.32;20.45;6.14;215.33;64.63;115.67;34.72;2.17;0.65;6.9;0.14;50;109.3;32.82;120.3;36.13;109;32.72;224.18;67.28;109;32.72;238.16;71.48;95.01;28.52;178.03;53.44;111.21;33.38;43.93;13.19;3034;2981;3145;3739;0;0
822db1e1-6e9e-49a9-b719-21a677a27676;qw hlb gg4;AquaDome (Salty Shallows);2026-06-12 00:49:09;win;QUACK WOK;HL & BLINKER;Original_6_Hawks;23;Octane;380;1;1;1;3;4;1;0;33.33;282;56.54;1634;925;709;11;60;287;98;189;1;14;12.39;37.97;165;212;13;1362;421260;190.2;58.68;110.63;34.13;23.29;7.19;207.08;63.89;104.49;32.24;12.55;3.87;11.46;0.16;70;89.2;26.79;85.9;25.8;78.25;24.14;245.87;75.86;78.25;24.14;222.64;68.69;101.48;31.31;165.32;51.01;110.01;33.94;48.79;15.05;2746;2742;2845;3570;0;3
822db1e1-6e9e-49a9-b719-21a677a27676;qw hlb gg4;AquaDome (Salty Shallows);2026-06-12 00:49:09;win;QUACK WOK;HL & BLINKER;godfatherjones;23;Octane;223;0;0;1;2;4;1;0;0;359;46.38;2019;1538;481;17;43;382;259;123;3;11;60.2;13.91;230;173;40;1539;489818;145.64;43.71;145.25;43.6;42.29;12.69;198.88;59.69;127.85;38.37;6.44;1.93;4.02;0.13;31;125.3;37.63;111.8;33.57;79.14;23.75;254.04;76.25;79.14;23.75;246.5;73.99;86.67;26.01;193.87;58.19;92.09;27.64;47.21;14.17;2905;2576;3034;3554;2;0
981c61ca-44f0-4ee8-ad86-94ad538bf4ef;qw hlb g5;AquaDome (Salty Shallows);2026-06-12 00:56:43;win;HL & BLINKER;QUACK WOK;Bubbles3913;23;Octane;413;1;1;2;2;7;1;0;50;422;51.89;2339;1847;492;21;44;383;260;123;3;12;54.25;35.65;315;271;53;1590;512070;132.89;39.04;161.3;47.39;46.21;13.58;177.74;52.21;147.21;43.24;15.46;4.54;3.94;0.1;39;89.2;26.01;118.2;34.46;118.27;34.74;222.14;65.26;118.27;34.74;205.61;60.4;134.79;39.6;149.2;43.83;109.68;32.22;81.52;23.95;2803;2656;3013;3715;2;1
981c61ca-44f0-4ee8-ad86-94ad538bf4ef;qw hlb g5;AquaDome (Salty Shallows);2026-06-12 00:56:43;win;HL & BLINKER;QUACK WOK;NeonLightning20;23;Octane;158;0;0;1;1;7;1;0;0;239;43.29;1277;660;617;8;54;523;307;216;4;20;33.01;17.38;221;147;100;1294;416337;218.19;64.1;100.21;29.44;22.01;6.47;216.43;63.58;115.56;33.95;8.42;2.47;6.32;0.08;77;125.8;36.68;99.1;28.89;101.84;29.92;238.57;70.08;101.84;29.92;226.24;66.46;114.17;33.54;170.11;49.97;98.07;28.81;72.22;21.22;2869;3167;2534;3596;0;1
981c61ca-44f0-4ee8-ad86-94ad538bf4ef;qw hlb g5;AquaDome (Salty Shallows);2026-06-12 00:56:43;win;HL & BLINKER;QUACK WOK;Squirt;4284;Fennec;432;2;0;1;2;7;1;1;100;402;54.01;2304;1738;566;22;49;550;404;146;5;15;17.67;56.18;298;475;103;1619;525456;136.23;39.67;143.79;41.87;63.41;18.46;171.6;49.97;155.66;45.33;16.17;4.71;5.39;0.13;42;119.1;34.72;107.2;31.25;95.57;27.83;247.86;72.17;95.57;27.83;223.23;65;120.2;35;174.33;50.76;88.66;25.82;80.44;23.42;2644;2532;2769;3648;0;0
981c61ca-44f0-4ee8-ad86-94ad538bf4ef;qw hlb g5;AquaDome (Salty Shallows);2026-06-12 00:56:43;loss;QUACK WOK;HL & BLINKER;LIL HATED ONE;23;Octane;92;0;0;0;1;5;3;0;0;321;34.71;1686;981;705;11;61;510;344;166;4;14;64.96;24.04;109;121;58;1425;460680;182.31;53.31;135.21;39.53;24.49;7.16;199.46;58.32;131.06;38.32;11.49;3.36;3.18;0.11;29;113.8;33.18;118.1;34.43;104.31;30.5;237.7;69.5;104.31;30.5;212.27;62.07;129.74;37.93;152.95;44.72;111.47;32.59;77.6;22.69;3057;2942;3191;3529;0;0
981c61ca-44f0-4ee8-ad86-94ad538bf4ef;qw hlb g5;AquaDome (Salty Shallows);2026-06-12 00:56:43;loss;QUACK WOK;HL & BLINKER;Original_6_Hawks;23;Octane;372;1;0;2;2;5;3;1;50;405;52.16;2308;1687;621;20;54;872;621;251;8;22;35.66;22.61;394;334;189;1456;464849;173.02;51.12;129.6;38.29;35.86;10.59;221.46;65.43;108.46;32.04;8.55;2.53;10.92;0.17;66;67.9;19.8;133.7;38.98;110.28;32.58;228.2;67.42;110.28;32.58;183.74;54.29;154.69;45.71;130.33;38.5;104.03;30.73;104.12;30.76;2732;2513;2905;3535;2;1
981c61ca-44f0-4ee8-ad86-94ad538bf4ef;qw hlb g5;AquaDome (Salty Shallows);2026-06-12 00:56:43;loss;QUACK WOK;HL & BLINKER;godfatherjones;23;Octane;246;0;1;0;4;5;3;2;0;351;43.18;1847;1174;673;13;49;185;0;185;0;16;55.68;24.61;201;141;0;1470;473089;163.16;47.93;140.43;41.25;36.84;10.82;219.68;64.53;106.9;31.4;13.85;4.07;8.99;0.17;52;151.6;44.2;72.7;21.2;73.89;21.71;266.53;78.29;73.89;21.71;219.58;64.5;120.85;35.5;177.44;52.12;92.3;27.11;70.68;20.76;3251;3039;3449;3592;0;1
